1362358154.660000	-91.000000	2
1362358154.680000	-91.000000	2
1362358154.760000	-93.000000	2
1362358154.840000	-91.000000	2
1362358154.920000	-91.000000	2
1362358155.015000	-91.000000	2
1362358155.060000	-90.000000	2
1362358155.080000	-89.000000	2
1362358155.085000	-89.000000	2
1362358155.155000	-89.000000	2
1362358155.160000	-90.000000	2
1362358155.216000	-90.000000	2
1362358155.240000	-90.000000	2
1362358155.285000	-90.000000	2
1362358155.320000	-87.000000	2
1362358155.355000	-87.000000	2
1362358155.425000	-87.000000	2
1362358155.460000	-89.000000	2
1362358155.480000	-90.000000	2
1362358155.486000	-90.000000	2
1362358155.545000	-90.000000	2
1362358155.560000	-89.000000	2
1362358155.605000	-89.000000	2
1362358155.640000	-89.000000	2
1362358155.665000	-89.000000	2
1362358155.720000	-91.000000	2
1362358155.726000	-91.000000	2
1362358155.785000	-91.000000	2
1362358155.846000	-91.000000	2
1362358155.860000	-93.000000	2
1362358155.880000	-92.000000	2
1362358155.906000	-92.000000	2
1362358155.960000	-93.000000	2
1362358155.965000	-93.000000	2
1362358156.025000	-93.000000	2
1362358156.040000	-94.000000	2
1362358156.085000	-94.000000	2
1362358156.120000	-92.000000	2
1362358156.145000	-92.000000	2
1362358156.215000	-92.000000	2
1362358156.260000	-92.000000	2
1362358156.275000	-92.000000	2
1362358156.280000	-92.000000	2
1362358156.335000	-92.000000	2
1362358156.360000	-92.000000	2
1362358156.385000	-92.000000	2
1362358156.440000	-94.000000	2
1362358156.445000	-94.000000	2
1362358156.505000	-94.000000	2
1362358156.520000	-91.000000	2
1362358156.565000	-91.000000	2
1362358156.625000	-91.000000	2
1362358156.660000	-94.000000	2
1362358156.680000	-92.000000	2
1362358156.686000	-92.000000	2
1362358156.745000	-92.000000	2
1362358156.760000	-92.000000	2
1362358156.805000	-92.000000	2
1362358156.840000	-92.000000	2
1362358156.865000	-92.000000	2
1362358156.920000	-93.000000	2
1362358156.925000	-93.000000	2
1362358156.985000	-93.000000	2
1362358157.045000	-93.000000	2
1362358157.060000	-93.000000	2
1362358157.080000	-93.000000	2
1362358157.106000	-93.000000	2
1362358157.160000	-94.000000	2
1362358157.165000	-94.000000	2
1362358157.225000	-94.000000	2
1362358157.240000	-93.000000	2
1362358157.285000	-93.000000	2
1362358157.320000	-93.000000	2
1362358157.345000	-93.000000	2
1362358157.405000	-93.000000	2
1362358157.460000	-94.000000	2
1362358157.465000	-94.000000	2
1362358157.480000	-94.000000	2
1362358157.525000	-94.000000	2
1362358157.560000	-94.000000	2
1362358157.585000	-94.000000	2
1362358157.640000	-94.000000	2
1362358157.645000	-94.000000	2
1362358157.706000	-94.000000	2
1362358157.720000	-93.000000	2
1362358157.765000	-93.000000	2
1362358157.825000	-93.000000	2
1362358157.860000	-95.000000	2
1362358157.880000	-95.000000	2
1362358157.895000	-95.000000	2
1362358157.955000	-95.000000	2
1362358157.960000	-92.000000	2
1362358158.005000	-92.000000	2
1362358158.040000	-93.000000	2
1362358158.065000	-93.000000	2
1362358158.120000	-94.000000	2
1362358158.125000	-94.000000	2
1362358158.185000	-94.000000	2
1362358158.245000	-94.000000	2
1362358158.260000	-96.000000	2
1362358158.280000	-94.000000	2
1362358158.305000	-94.000000	2
1362358158.360000	-94.000000	2
1362358158.365000	-94.000000	2
1362358158.425000	-94.000000	2
1362358158.440000	-93.000000	2
1362358158.486000	-93.000000	2
1362358158.520000	-94.000000	2
1362358158.545000	-94.000000	2
1362358158.605000	-94.000000	2
1362358158.660000	-94.000000	2
1362358158.665000	-94.000000	2
1362358158.680000	-94.000000	2
1362358158.725000	-94.000000	2
1362358158.760000	-92.000000	2
1362358158.785000	-92.000000	2
1362358158.840000	-91.000000	2
1362358158.855000	-91.000000	2
1362358158.915000	-91.000000	2
1362358158.920000	-94.000000	2
1362358158.975000	-94.000000	2
1362358159.036000	-94.000000	2
1362358159.060000	-95.000000	2
1362358159.080000	-95.000000	2
1362358159.095000	-95.000000	2
1362358159.156000	-95.000000	2
1362358159.160000	-94.000000	2
1362358159.216000	-94.000000	2
1362358159.240000	-93.000000	2
1362358159.275000	-93.000000	2
1362358159.320000	-94.000000	2
1362358159.335000	-94.000000	2
1362358159.395000	-94.000000	2
1362358159.455000	-94.000000	2
1362358159.460000	-95.000000	2
1362358159.480000	-94.000000	2
1362358159.515000	-94.000000	2
1362358159.560000	-94.000000	2
1362358159.575000	-94.000000	2
1362358159.635000	-94.000000	2
1362358159.640000	-92.000000	2
1362358159.696000	-92.000000	2
1362358159.720000	-93.000000	2
1362358159.755000	-93.000000	2
1362358159.816000	-93.000000	2
1362358159.860000	-95.000000	2
1362358159.875000	-95.000000	2
1362358159.880000	-91.000000	2
1362358159.936000	-91.000000	2
1362358159.960000	-93.000000	2
1362358159.996000	-93.000000	2
1362358160.040000	-93.000000	2
1362358160.055000	-93.000000	2
1362358160.116000	-93.000000	2
1362358160.120000	-93.000000	2
1362358160.176000	-93.000000	2
1362358160.236000	-93.000000	2
1362358160.260000	-93.000000	2
1362358160.280000	-94.000000	2
1362358160.295000	-94.000000	2
1362358160.355000	-94.000000	2
1362358160.360000	-94.000000	2
1362358160.415000	-94.000000	2
1362358160.440000	-94.000000	2
1362358160.475000	-94.000000	2
1362358160.520000	-94.000000	2
1362358160.535000	-94.000000	2
1362358160.585000	-94.000000	2
1362358160.655000	-94.000000	2
1362358160.660000	-95.000000	2
1362358160.680000	-94.000000	2
1362358160.716000	-94.000000	2
1362358160.760000	-94.000000	2
1362358160.765000	-94.000000	2
1362358160.825000	-94.000000	2
1362358160.840000	-94.000000	2
1362358160.885000	-94.000000	2
1362358160.920000	-93.000000	2
1362358160.945000	-93.000000	2
1362358161.005000	-93.000000	2
1362358161.060000	-93.000000	2
1362358161.066000	-93.000000	2
1362358161.080000	-94.000000	2
1362358161.126000	-94.000000	2
1362358161.160000	-93.000000	2
1362358161.186000	-93.000000	2
1362358161.240000	-94.000000	2
1362358161.245000	-94.000000	2
1362358161.306000	-94.000000	2
1362358161.320000	-94.000000	2
1362358161.365000	-94.000000	2
1362358161.426000	-94.000000	2
1362358161.460000	-93.000000	2
1362358161.480000	-95.000000	2
1362358161.486000	-95.000000	2
1362358161.545000	-95.000000	2
1362358161.560000	-93.000000	2
1362358161.605000	-93.000000	2
1362358161.640000	-95.000000	2
1362358161.665000	-95.000000	2
1362358161.720000	-94.000000	2
1362358161.725000	-94.000000	2
1362358161.786000	-94.000000	2
1362358161.846000	-94.000000	2
1362358161.860000	-93.000000	2
1362358161.880000	-94.000000	2
1362358161.906000	-94.000000	2
1362358161.960000	-94.000000	2
1362358161.965000	-94.000000	2
